return_id,order_id,product_id,market_id,customer_id,return_date,return_quantity,return_reason,return_type,refund_amount_usd,return_shipping_cost_usd,net_loss_usd,processing_status,days_to_return,is_first_return,return_month,return_year
8966,226004,P031,M01,C0291,2023-05-20,3,Wrong Product Shipped,Full Return,59.85,5.41,65.26,Replacement Sent,18,Y,5,2023
8967,376004,P022,M04,C0130,2025-01-09,21,Packaging Damaged,Full Return,329.28,18.73,348.01,Refund Processed,52,Y,1,2025
8968,164850,P004,M07,C0111,2024-11-18,10,Wrong Product Shipped,Partial Return,167.4,9.81,177.21,Pending Investigation,49,Y,11,2024
8969,212013,P034,M14,C0244,2023-12-06,15,Damaged in Transit,Full Return,261.9,17.91,279.81,Refund Denied,51,Y,12,2023
8970,11038,P015,M04,C0054,2024-05-04,13,Customer Changed Mind,Full Return,194.48,9.07,203.55,Refund Denied,21,N,5,2024
8971,83891,P010,M07,C0092,2023-09-13,11,Packaging Damaged,Full Return,397.1,25.97,423.07,Under Review,15,Y,9,2023
8972,119954,P036,M09,C0103,2022-03-19,19,Damaged in Transit,Full Return,418.0,32.79,450.79,Refund Processed,33,Y,3,2022
8973,465013,P004,M12,C0289,2023-01-19,11,Not As Described,Partial Return,194.04,15.38,209.42,Refund Processed,54,Y,1,2023
8974,420332,P027,M01,C0014,2023-12-20,4,Quality Below Expectation,Full Return,140.0,6.95,146.95,Under Review,16,N,12,2023
8975,468862,P026,M03,C0193,2022-02-27,14,Customer Changed Mind,Partial Return,784.0,76.25,860.25,Refund Processed,29,Y,2,2022
8976,115571,P019,M07,C0292,2024-08-31,3,Customer Changed Mind,Full Return,69.75,3.72,73.47,Pending Investigation,41,Y,8,2024
8977,123902,P035,M06,C0222,2023-12-24,8,Packaging Damaged,Full Return,126.48,9.52,136.0,Refund Processed,30,Y,12,2023
8978,236033,P006,M08,C0206,2022-08-18,4,Damaged in Transit,Exchange,64.0,6.0,70.0,Replacement Sent,36,N,8,2022
8979,166489,P001,M05,C0122,2024-01-14,3,Damaged in Transit,Partial Return,39.6,2.42,42.02,Refund Processed,38,N,1,2024
8980,346538,P035,M01,C0149,2022-11-06,7,Not As Described,Partial Return,113.05,8.93,121.98,Pending Investigation,33,Y,11,2022
8981,214733,P023,M04,C0199,2023-07-11,4,Damaged in Transit,Full Return,102.6,9.26,111.86,Pending Investigation,12,Y,7,2023
8982,459314,P012,M06,C0155,2023-05-18,17,Damaged in Transit,Partial Return,336.6,23.79,360.39,Refund Processed,46,Y,5,2023
8983,46783,P035,M15,C0160,2024-02-20,12,Quality Below Expectation,Exchange,197.88,14.42,212.3,Refund Processed,34,Y,2,2024
8984,348247,P023,M04,C0047,2023-01-04,3,Packaging Damaged,Partial Return,81.0,6.92,87.92,Pending Investigation,38,Y,1,2023
8985,422444,P016,M05,C0182,2022-11-19,16,Damaged in Transit,Partial Return,256.0,14.5,270.5,Pending Investigation,29,Y,11,2022
8986,20357,P032,M12,C0128,2022-03-26,10,Customs Rejected,Full Return,330.0,32.57,362.57,Refund Processed,17,Y,3,2022
8987,114770,P035,M17,C0081,2022-12-23,33,Quality Below Expectation,Partial Return,544.17,42.85,587.02,Refund Processed,26,N,12,2022
8988,315427,P002,M07,C0166,2024-05-28,9,Damaged in Transit,Partial Return,174.6,10.44,185.04,Refund Processed,13,Y,5,2024
8989,221721,P004,M13,C0002,2023-06-23,8,Quality Below Expectation,Full Return,126.72,8.37,135.09,Refund Processed,37,Y,6,2023
8990,241905,P034,M03,C0251,2022-05-31,6,Damaged in Transit,Full Return,100.44,8.3,108.74,Refund Processed,30,Y,5,2022
8991,344928,P011,M02,C0300,2025-01-09,8,Customer Changed Mind,Full Return,357.12,29.68,386.8,Refund Processed,37,Y,1,2025
8992,234397,P038,M01,C0090,2024-03-31,8,Not As Described,Full Return,190.0,10.59,200.59,Refund Processed,9,Y,3,2024
8993,441158,P011,M06,C0185,2023-02-21,4,Quality Below Expectation,Partial Return,186.24,14.43,200.67,Pending Investigation,52,N,2,2023
8994,404579,P019,M11,C0287,2024-07-27,5,Damaged in Transit,Partial Return,118.75,8.19,126.94,Refund Denied,28,Y,7,2024
8995,237473,P030,M02,C0036,2024-11-10,3,Not As Described,Partial Return,44.1,4.35,48.45,Refund Processed,9,Y,11,2024
8996,339112,P005,M04,C0269,2025-01-21,4,Quality Below Expectation,Full Return,98.8,4.35,103.15,Refund Denied,43,Y,1,2025
8997,38388,P018,M01,C0036,2022-12-06,4,Quality Below Expectation,Full Return,49.4,3.77,53.17,Refund Processed,53,Y,12,2022
8998,494663,P029,M08,C0061,2024-02-04,7,Quality Below Expectation,Full Return,146.3,7.83,154.13,Refund Processed,50,N,2,2024
8999,167586,P017,M11,C0253,2023-01-12,6,Damaged in Transit,Partial Return,94.08,4.59,98.67,Refund Processed,35,Y,1,2023
9000,292039,P020,M09,C0138,2024-01-09,6,Damaged in Transit,Partial Return,129.36,7.41,136.77,Refund Processed,25,Y,1,2024
9001,390626,P004,M01,C0228,2023-10-30,17,Packaging Damaged,Partial Return,290.7,14.17,304.87,Refund Processed,28,Y,10,2023
9002,395004,P036,M02,C0010,2024-02-09,8,Quality Below Expectation,Full Return,163.68,15.53,179.21,Refund Processed,45,Y,2,2024
9003,253546,P020,M10,C0141,2022-10-05,5,Customer Changed Mind,Full Return,110.0,7.84,117.84,Refund Processed,41,Y,10,2022
9004,322235,P037,M01,C0051,2023-03-17,8,Customs Rejected,Partial Return,86.4,7.13,93.53,Refund Processed,35,Y,3,2023
9005,167733,P034,M03,C0084,2022-06-05,7,Quality Below Expectation,Partial Return,113.4,4.62,118.02,Replacement Sent,20,Y,6,2022
9006,36347,P009,M05,C0038,2022-12-24,15,Customer Changed Mind,Full Return,276.45,22.92,299.37,Under Review,18,Y,12,2022
9007,254531,P018,M01,C0153,2022-12-05,7,Damaged in Transit,Full Return,81.9,7.01,88.91,Refund Processed,34,Y,12,2022
9008,32297,P003,M02,C0021,2022-10-18,13,Wrong Product Shipped,Full Return,290.03,18.9,308.93,Replacement Sent,39,Y,10,2022
9009,349133,P012,M02,C0043,2023-10-31,29,Damaged in Transit,Partial Return,618.86,39.23,658.09,Refund Processed,40,N,10,2023
9010,357673,P018,M02,C0210,2024-03-31,5,Damaged in Transit,Full Return,57.2,4.95,62.15,Refund Processed,38,Y,3,2024
9011,209925,P031,M02,C0209,2023-04-08,29,Damaged in Transit,Partial Return,596.82,41.2,638.02,Refund Processed,53,Y,4,2023
9012,409491,P034,M02,C0187,2024-06-08,4,Wrong Product Shipped,Full Return,64.8,5.18,69.98,Refund Processed,33,N,6,2024
9013,5926,P026,M05,C0250,2022-05-19,7,Customs Rejected,Partial Return,384.16,21.58,405.74,Replacement Sent,49,Y,5,2022
9014,86840,P017,M03,C0276,2022-05-25,5,Customer Changed Mind,Full Return,70.4,3.07,73.47,Replacement Sent,12,N,5,2022
9015,201065,P004,M04,C0203,2023-01-14,3,Damaged in Transit,Exchange,54.0,4.8,58.8,Replacement Sent,31,Y,1,2023
9016,282628,P014,M12,C0084,2024-01-18,4,Customer Changed Mind,Full Return,94.08,4.31,98.39,Refund Denied,47,N,1,2024
9017,94009,P034,M07,C0026,2022-11-17,4,Quality Below Expectation,Full Return,72.0,4.68,76.68,Refund Processed,16,N,11,2022
9018,119769,P003,M13,C0130,2022-08-30,5,Customer Changed Mind,Full Return,115.0,10.87,125.87,Refund Processed,31,Y,8,2022
9019,278173,P015,M10,C0280,2022-11-01,5,Damaged in Transit,Full Return,80.75,6.85,87.6,Refund Denied,28,Y,11,2022
9020,234650,P006,M07,C0188,2024-01-03,8,Customer Changed Mind,Full Return,124.16,6.37,130.53,Replacement Sent,39,Y,1,2024
9021,263160,P037,M07,C0228,2022-04-12,3,Damaged in Transit,Partial Return,36.0,2.25,38.25,Refund Processed,48,Y,4,2022
9022,439233,P031,M05,C0004,2022-11-23,15,Damaged in Transit,Full Return,305.55,28.74,334.29,Under Review,7,N,11,2022
9023,491319,P001,M01,C0295,2024-06-18,4,Packaging Damaged,Full Return,57.0,4.42,61.42,Refund Processed,31,Y,6,2024
9024,428877,P021,M07,C0095,2024-12-30,4,Quality Below Expectation,Full Return,70.56,3.01,73.57,Pending Investigation,14,Y,12,2024
9025,165996,P040,M04,C0205,2022-07-10,3,Wrong Product Shipped,Full Return,204.0,11.7,215.7,Refund Processed,29,Y,7,2022
9026,108639,P027,M01,C0277,2022-12-08,9,Packaging Damaged,Partial Return,315.0,25.25,340.25,Pending Investigation,36,N,12,2022
9027,422474,P010,M03,C0072,2024-10-12,4,Damaged in Transit,Full Return,148.96,11.29,160.25,Refund Processed,9,Y,10,2024
9028,15527,P015,M13,C0172,2022-06-15,4,Quality Below Expectation,Partial Return,64.6,5.64,70.24,Refund Processed,35,Y,6,2022
9029,38776,P034,M01,C0209,2023-07-16,4,Customer Changed Mind,Full Return,69.84,5.67,75.51,Under Review,32,Y,7,2023
9030,131726,P026,M04,C0019,2023-08-17,5,Damaged in Transit,Exchange,266.0,12.43,278.43,Refund Processed,22,Y,8,2023
9031,27572,P027,M03,C0145,2023-04-11,3,Quality Below Expectation,Partial Return,94.5,4.5,99.0,Refund Processed,45,Y,4,2023
9032,278642,P012,M06,C0112,2022-12-21,11,Damaged in Transit,Full Return,234.74,12.61,247.35,Refund Processed,33,N,12,2022
9033,89754,P030,M13,C0285,2024-01-23,30,Damaged in Transit,Full Return,427.5,19.45,446.95,Refund Processed,50,N,1,2024
9034,165044,P023,M06,C0078,2023-11-27,25,Customer Changed Mind,Partial Return,641.25,43.16,684.41,Refund Denied,53,Y,11,2023
9035,343741,P019,M05,C0047,2023-12-03,6,Damaged in Transit,Partial Return,147.0,8.16,155.16,Refund Denied,15,Y,12,2023
9036,73880,P003,M02,C0058,2024-05-22,6,Damaged in Transit,Full Return,138.0,10.03,148.03,Pending Investigation,33,N,5,2024
9037,256953,P018,M08,C0023,2023-04-28,9,Damaged in Transit,Partial Return,117.0,6.24,123.24,Refund Denied,30,Y,4,2023
9038,21797,P035,M02,C0273,2023-12-11,7,Damaged in Transit,Full Return,116.62,7.72,124.34,Pending Investigation,27,Y,12,2023
9039,324228,P019,M02,C0082,2022-06-27,7,Damaged in Transit,Full Return,171.5,11.31,182.81,Replacement Sent,35,Y,6,2022
9040,305287,P029,M03,C0138,2024-01-13,4,Damaged in Transit,Full Return,86.24,7.96,94.2,Pending Investigation,35,N,1,2024
9041,437644,P028,M19,C0090,2022-10-01,7,Customs Rejected,Partial Return,162.96,15.04,178.0,Replacement Sent,49,N,10,2022
9042,126904,P014,M17,C0227,2022-02-19,3,Wrong Product Shipped,Full Return,64.8,5.36,70.16,Replacement Sent,30,Y,2,2022
9043,200691,P039,M01,C0261,2022-12-14,6,Damaged in Transit,Full Return,276.0,11.57,287.57,Refund Processed,45,Y,12,2022
9044,491417,P034,M12,C0136,2024-12-19,13,Customer Changed Mind,Full Return,226.98,21.82,248.8,Refund Denied,12,Y,12,2024
9045,177001,P003,M07,C0130,2025-01-21,5,Wrong Product Shipped,Full Return,109.25,9.46,118.71,Refund Processed,35,Y,1,2025
9046,252620,P037,M08,C0156,2023-12-10,12,Wrong Product Shipped,Exchange,144.0,13.97,157.97,Replacement Sent,27,Y,12,2023
9047,468150,P032,M02,C0264,2023-10-24,4,Wrong Product Shipped,Full Return,118.8,7.57,126.37,Refund Processed,13,Y,10,2023
9048,411393,P030,M04,C0102,2023-09-19,13,Customer Changed Mind,Full Return,175.5,10.02,185.52,Replacement Sent,50,N,9,2023
9049,114047,P020,M18,C0012,2023-03-24,4,Customer Changed Mind,Full Return,86.24,7.44,93.68,Refund Processed,33,Y,3,2023
9050,392414,P018,M11,C0058,2023-08-19,9,Wrong Product Shipped,Full Return,114.66,9.24,123.9,Replacement Sent,26,Y,8,2023
9051,68109,P021,M05,C0049,2024-01-01,29,Damaged in Transit,Full Return,506.34,49.1,555.44,Refund Processed,26,Y,1,2024
9052,477784,P009,M09,C0217,2024-05-19,6,Packaging Damaged,Full Return,102.6,6.2,108.8,Refund Processed,31,N,5,2024
9053,423739,P024,M03,C0212,2024-10-09,7,Customer Changed Mind,Full Return,217.28,14.35,231.63,Replacement Sent,34,Y,10,2024
9054,124293,P009,M01,C0070,2022-09-17,22,Packaging Damaged,Exchange,405.46,17.97,423.43,Refund Denied,21,Y,9,2022
9055,229766,P007,M11,C0196,2022-02-27,8,Not As Described,Full Return,94.08,8.63,102.71,Under Review,27,Y,2,2022
9056,477794,P026,M07,C0084,2022-09-30,4,Not As Described,Exchange,224.0,11.38,235.38,Refund Processed,17,Y,9,2022
9057,262362,P016,M01,C0041,2023-07-05,9,Damaged in Transit,Full Return,136.8,8.09,144.89,Refund Processed,21,Y,7,2023
9058,245655,P018,M01,C0222,2022-05-14,21,Wrong Product Shipped,Full Return,264.81,10.64,275.45,Pending Investigation,38,Y,5,2022
9059,218685,P004,M01,C0093,2024-12-19,3,Quality Below Expectation,Partial Return,54.0,3.52,57.52,Refund Processed,31,N,12,2024
9060,394579,P012,M02,C0180,2023-05-20,41,Packaging Damaged,Partial Return,902.0,43.48,945.48,Refund Processed,34,Y,5,2023
9061,42577,P008,M09,C0018,2024-01-04,3,Wrong Product Shipped,Full Return,39.9,3.7,43.6,Refund Processed,26,Y,1,2024
9062,483164,P037,M02,C0191,2024-08-17,12,Quality Below Expectation,Full Return,136.8,10.18,146.98,Refund Processed,53,Y,8,2024
9063,397450,P013,M01,C0175,2024-06-14,5,Customer Changed Mind,Partial Return,97.0,7.61,104.61,Under Review,46,Y,6,2024
9064,63961,P010,M06,C0224,2023-03-12,9,Customer Changed Mind,Full Return,300.96,22.22,323.18,Under Review,40,N,3,2023
9065,117009,P019,M15,C0131,2023-04-02,5,Quality Below Expectation,Full Return,122.5,7.39,129.89,Replacement Sent,16,Y,4,2023
9066,112197,P032,M01,C0182,2023-01-17,20,Wrong Product Shipped,Full Return,660.0,29.43,689.43,Refund Processed,41,N,1,2023
9067,270647,P036,M13,C0250,2022-11-09,12,Quality Below Expectation,Full Return,264.0,18.58,282.58,Refund Processed,47,Y,11,2022
9068,303715,P026,M06,C0295,2024-01-12,4,Quality Below Expectation,Full Return,208.32,17.05,225.37,Refund Processed,18,N,1,2024
9069,317404,P014,M06,C0068,2022-05-16,8,Customer Changed Mind,Full Return,192.0,15.54,207.54,Under Review,44,Y,5,2022
9070,152001,P037,M20,C0208,2024-08-05,5,Quality Below Expectation,Full Return,57.0,2.42,59.42,Under Review,54,Y,8,2024
9071,430801,P007,M07,C0222,2024-05-07,7,Damaged in Transit,Full Return,84.0,8.35,92.35,Refund Processed,27,Y,5,2024
9072,73442,P038,M02,C0146,2024-06-30,11,Customer Changed Mind,Full Return,269.5,14.23,283.73,Replacement Sent,35,N,6,2024
9073,253836,P032,M01,C0174,2022-06-16,6,Packaging Damaged,Full Return,188.1,7.74,195.84,Refund Processed,26,N,6,2022
9074,377181,P004,M02,C0184,2024-12-05,5,Packaging Damaged,Full Return,87.3,4.2,91.5,Under Review,22,N,12,2024
9075,279337,P014,M09,C0147,2023-06-17,5,Packaging Damaged,Full Return,117.6,6.95,124.55,Pending Investigation,52,Y,6,2023
9076,199361,P033,M12,C0001,2023-04-09,29,Damaged in Transit,Full Return,661.2,49.31,710.51,Refund Denied,13,Y,4,2023
9077,69774,P039,M01,C0021,2022-09-18,7,Damaged in Transit,Full Return,315.56,26.7,342.26,Refund Processed,35,N,9,2022
9078,294809,P005,M01,C0233,2024-12-24,3,Wrong Product Shipped,Partial Return,72.54,5.28,77.82,Under Review,47,N,12,2024
9079,389306,P038,M02,C0075,2023-02-25,35,Wrong Product Shipped,Full Return,787.5,68.86,856.36,Refund Processed,40,Y,2,2023
9080,283020,P016,M16,C0253,2024-03-21,6,Damaged in Transit,Partial Return,93.12,6.68,99.8,Under Review,13,N,3,2024
9081,331064,P037,M04,C0279,2022-02-02,14,Not As Described,Partial Return,151.2,12.04,163.24,Refund Processed,19,Y,2,2022
9082,352246,P005,M06,C0029,2024-05-04,6,Damaged in Transit,Exchange,137.28,9.77,147.05,Refund Processed,7,N,5,2024
9083,90369,P003,M03,C0299,2022-05-22,6,Damaged in Transit,Partial Return,133.86,11.13,144.99,Refund Processed,51,Y,5,2022
9084,264694,P004,M02,C0056,2022-10-01,23,Quality Below Expectation,Full Return,401.58,36.1,437.68,Refund Processed,16,Y,10,2022
9085,289069,P031,M01,C0279,2022-06-16,12,Quality Below Expectation,Partial Return,252.0,16.98,268.98,Refund Processed,21,Y,6,2022
9086,29675,P009,M01,C0262,2024-10-31,5,Quality Below Expectation,Exchange,85.5,5.24,90.74,Refund Processed,27,Y,10,2024
9087,204677,P010,M01,C0076,2022-02-25,6,Damaged in Transit,Partial Return,228.0,13.49,241.49,Refund Processed,29,Y,2,2022
9088,37463,P012,M10,C0144,2025-01-09,7,Packaging Damaged,Partial Return,149.38,14.83,164.21,Refund Processed,34,Y,1,2025
9089,190446,P033,M02,C0134,2022-12-15,5,Damaged in Transit,Full Return,116.4,8.18,124.58,Refund Processed,33,Y,12,2022
9090,305430,P021,M18,C0182,2024-05-04,6,Damaged in Transit,Full Return,100.44,6.34,106.78,Refund Processed,33,N,5,2024
9091,255726,P004,M01,C0163,2024-01-24,7,Damaged in Transit,Partial Return,126.0,5.49,131.49,Refund Processed,18,N,1,2024
9092,262160,P031,M06,C0243,2023-05-30,19,Packaging Damaged,Full Return,379.05,22.21,401.26,Refund Processed,21,Y,5,2023
9093,397748,P002,M02,C0162,2023-07-03,5,Damaged in Transit,Full Return,97.0,7.63,104.63,Under Review,16,N,7,2023
9094,451843,P034,M02,C0143,2024-01-19,5,Damaged in Transit,Partial Return,79.2,3.47,82.67,Refund Denied,30,Y,1,2024
9095,454378,P031,M02,C0045,2023-01-24,3,Wrong Product Shipped,Exchange,63.0,4.12,67.12,Refund Processed,32,Y,1,2023
9096,387096,P025,M07,C0252,2022-09-22,8,Quality Below Expectation,Full Return,240.0,22.72,262.72,Refund Denied,8,N,9,2022
9097,220060,P009,M05,C0220,2023-02-04,7,Wrong Product Shipped,Full Return,126.35,5.64,131.99,Pending Investigation,15,Y,2,2023
9098,260583,P018,M03,C0006,2022-10-04,10,Quality Below Expectation,Partial Return,130.0,6.53,136.53,Replacement Sent,46,Y,10,2022
9099,158181,P032,M03,C0215,2024-03-05,5,Wrong Product Shipped,Full Return,161.7,14.05,175.75,Refund Processed,10,N,3,2024
9100,138589,P004,M04,C0084,2023-08-24,3,Wrong Product Shipped,Partial Return,50.22,4.85,55.07,Refund Processed,50,Y,8,2023
9101,152062,P024,M01,C0121,2024-03-04,7,Customer Changed Mind,Exchange,208.32,17.9,226.22,Refund Processed,19,Y,3,2024
9102,16353,P005,M02,C0121,2024-10-03,8,Customs Rejected,Exchange,183.04,8.32,191.36,Pending Investigation,28,Y,10,2024
9103,163320,P031,M14,C0292,2024-02-13,22,Customer Changed Mind,Full Return,462.0,19.71,481.71,Refund Processed,36,N,2,2024
9104,481582,P033,M19,C0184,2022-01-31,4,Wrong Product Shipped,Full Return,94.08,5.56,99.64,Refund Processed,22,Y,1,2022
9105,278218,P028,M16,C0115,2024-10-12,13,Damaged in Transit,Partial Return,312.0,17.24,329.24,Under Review,54,N,10,2024
9106,183555,P017,M20,C0051,2024-04-06,5,Damaged in Transit,Full Return,74.4,3.76,78.16,Refund Processed,49,Y,4,2024
9107,325427,P028,M04,C0184,2024-05-07,8,Customer Changed Mind,Full Return,192.0,16.1,208.1,Refund Processed,52,Y,5,2024
9108,36223,P026,M19,C0034,2023-01-08,6,Customs Rejected,Full Return,329.28,27.41,356.69,Refund Processed,37,N,1,2023
9109,475973,P033,M01,C0262,2024-06-28,12,Wrong Product Shipped,Partial Return,279.36,14.94,294.3,Refund Processed,48,N,6,2024
9110,325590,P010,M03,C0028,2022-12-29,6,Wrong Product Shipped,Full Return,221.16,20.72,241.88,Refund Processed,19,Y,12,2022
9111,4555,P006,M04,C0192,2023-10-19,3,Packaging Damaged,Full Return,47.04,3.63,50.67,Pending Investigation,24,Y,10,2023
9112,134979,P010,M18,C0111,2023-02-09,5,Packaging Damaged,Partial Return,186.2,16.66,202.86,Under Review,48,Y,2,2023
9113,326665,P001,M14,C0127,2024-06-11,5,Quality Below Expectation,Full Return,75.0,6.29,81.29,Under Review,46,N,6,2024
9114,373111,P033,M06,C0031,2023-02-15,21,Wrong Product Shipped,Partial Return,504.0,25.74,529.74,Replacement Sent,27,Y,2,2023
9115,148789,P022,M15,C0032,2022-11-18,5,Damaged in Transit,Exchange,76.0,4.8,80.8,Refund Processed,13,N,11,2022
9116,179047,P010,M02,C0167,2024-03-22,5,Wrong Product Shipped,Full Return,180.5,12.36,192.86,Replacement Sent,31,Y,3,2024
9117,251440,P025,M02,C0186,2022-04-13,5,Wrong Product Shipped,Partial Return,147.0,6.34,153.34,Under Review,7,Y,4,2022
9118,373022,P027,M07,C0214,2024-08-08,4,Quality Below Expectation,Exchange,123.2,6.27,129.47,Refund Processed,9,Y,8,2024
9119,395463,P037,M05,C0072,2022-04-10,3,Damaged in Transit,Full Return,34.92,2.8,37.72,Refund Processed,35,N,4,2022
9120,459704,P011,M06,C0202,2023-05-02,8,Packaging Damaged,Full Return,357.12,21.15,378.27,Pending Investigation,17,Y,5,2023
9121,340384,P021,M01,C0119,2024-07-13,10,Customer Changed Mind,Exchange,158.4,14.75,173.15,Refund Processed,19,Y,7,2024
9122,326962,P021,M01,C0200,2022-12-22,18,Customer Changed Mind,Exchange,301.32,17.07,318.39,Refund Processed,12,N,12,2022
9123,148492,P007,M02,C0030,2022-11-04,13,Wrong Product Shipped,Partial Return,148.2,11.01,159.21,Refund Processed,35,Y,11,2022
9124,41998,P028,M07,C0255,2022-03-26,11,Quality Below Expectation,Full Return,264.0,16.8,280.8,Pending Investigation,27,Y,3,2022
9125,79786,P040,M01,C0040,2024-10-21,14,Customer Changed Mind,Full Return,856.8,42.61,899.41,Under Review,45,N,10,2024
9126,467130,P013,M06,C0107,2024-12-18,5,Damaged in Transit,Partial Return,95.0,9.4,104.4,Under Review,20,Y,12,2024
9127,305676,P009,M09,C0255,2023-05-05,7,Customer Changed Mind,Full Return,133.0,10.0,143.0,Refund Processed,9,N,5,2023
9128,464182,P012,M01,C0255,2022-12-28,10,Damaged in Transit,Partial Return,220.0,11.84,231.84,Refund Processed,38,N,12,2022
9129,485890,P015,M02,C0166,2024-06-03,7,Wrong Product Shipped,Full Return,116.62,8.45,125.07,Refund Processed,40,Y,6,2024
9130,11746,P032,M07,C0243,2024-03-28,8,Damaged in Transit,Full Return,250.8,12.57,263.37,Refund Denied,52,Y,3,2024
9131,65458,P025,M15,C0084,2023-12-21,6,Quality Below Expectation,Partial Return,162.0,7.09,169.09,Replacement Sent,46,N,12,2023
9132,459270,P005,M16,C0162,2024-01-17,8,Customer Changed Mind,Full Return,193.44,16.28,209.72,Replacement Sent,8,Y,1,2024
