country,region,category,product_name,fiscal_year,quarter,avg_trends_score,total_search_volume,avg_yoy_growth_pct,total_social_mentions,avg_amazon_bsr,total_demand_units,avg_seasonality_index,demand_classification
Spain,Europe,Decor,Hand Painted Wooden Tray,2024,Q3,63.7,781529,21.87,46392,267.0,27667,1.01,📈 Growing
South Africa,Africa,Decor,Warli Art Wall Plate Set of 3,2024,Q1,57.1,504207,21.87,40871,301.0,24537,1.018,📈 Growing
USA,North America,Decor,Warli Art Wall Plate Set of 3,2024,Q4,83.2,4267885,21.87,81290,152.0,48943,1.233,📈 Growing
Kuwait,Middle East,Rugs,Jute Braided Area Rug 2x3ft,2024,Q2,54.4,600582,21.87,48065,254.0,28781,0.917,📈 Growing
Spain,Europe,Textiles,Block Print Cotton Table Runner,2024,Q2,55.0,667469,21.87,37952,309.0,23626,0.917,📈 Growing
Japan,Asia Pacific,Decor,Hand Painted Wooden Bowl,2024,Q3,64.2,715402,21.87,40634,287.0,25706,1.01,📈 Growing
Saudi Arabia,Middle East,Decor,Macrame Wall Hanging Small,2024,Q2,54.5,1232637,21.87,48434,254.0,28820,0.917,📈 Growing
Italy,Europe,Decor,Recycled Glass Vase Set of 2,2024,Q3,65.0,869466,21.87,51940,250.0,29521,1.01,📈 Growing
New Zealand,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,2024,Q3,64.8,487483,21.87,51343,237.0,31157,1.01,📈 Growing
Singapore,Asia Pacific,Textiles,Block Print Cotton Napkin Set of 6,2024,Q3,64.0,855992,21.87,53939,221.0,33338,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Hand Painted Wooden Bowl,2024,Q3,63.9,854465,21.86,56340,222.0,33282,1.01,📈 Growing
New Zealand,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q4,81.4,612960,21.86,64491,190.0,39183,1.233,📈 Growing
USA,North America,Textiles,Hand Block Print Bedsheet Set,2024,Q2,55.2,2798179,21.86,50462,228.0,32074,0.917,📈 Growing
UK,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q3,63.6,1488768,21.86,58794,212.0,34833,1.01,📈 Growing
Saudi Arabia,Middle East,Storage,Jute Cotton Laundry Basket,2024,Q3,63.4,1448347,21.86,53843,218.0,33871,1.01,📈 Growing
Malaysia,Asia Pacific,Lighting,Bamboo Table Lamp,2024,Q2,55.3,853254,21.86,47426,257.0,28476,0.917,📈 Growing
Australia,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,2024,Q4,83.3,976155,21.86,66425,178.0,41790,1.233,📈 Growing
Canada,North America,Kitchen,Teak Wood Salad Bowl Large,2024,Q3,64.2,1109989,21.86,57449,215.0,34330,1.01,📈 Growing
New Zealand,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,54.7,407196,21.86,43064,281.0,26017,0.917,📈 Growing
Kuwait,Middle East,Kitchen,Ceramic Mug Set of 4,2024,Q3,64.4,717579,21.86,57343,215.0,34400,1.01,📈 Growing
South Africa,Africa,Garden,Terracotta Planter Large,2024,Q2,55.1,486579,21.86,40611,308.0,23677,0.917,📈 Growing
UK,Europe,Decor,Hand Painted Wooden Bowl,2024,Q1,57.8,1339853,21.86,52682,236.0,31349,1.018,📈 Growing
South Africa,Africa,Decor,Jute Rope Mirror Frame Round,2024,Q1,57.6,507919,21.85,42120,298.0,24720,1.018,📈 Growing
Malaysia,Asia Pacific,Kitchen,Teak Wood Cheese Board,2024,Q2,54.5,841849,21.85,44513,260.0,28101,0.917,📈 Growing
Saudi Arabia,Middle East,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q1,57.5,1299823,21.85,50088,243.0,30387,1.018,📈 Growing
Saudi Arabia,Middle East,Decor,Recycled Glass Vase Set of 2,2024,Q4,82.6,1889756,21.85,69922,168.0,44206,1.233,📈 Growing
Netherlands,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q4,82.4,965047,21.85,61053,208.0,35797,1.233,📈 Growing
Kuwait,Middle East,Kitchen,Copper Water Bottle 750ml,2024,Q3,64.2,715474,21.85,53616,215.0,34302,1.01,📈 Growing
Spain,Europe,Kitchen,Teak Wood Cheese Board,2024,Q2,55.2,669604,21.84,39706,308.0,23698,0.917,📈 Growing
Netherlands,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q4,81.8,958628,21.84,61486,209.0,35564,1.233,📈 Growing
France,Europe,Storage,Woven Seagrass Floor Basket,2024,Q4,82.5,1288873,21.84,61124,198.0,37516,1.233,📈 Growing
France,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q1,57.7,891233,21.84,40811,284.0,25930,1.018,📈 Growing
South Africa,Africa,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,55.4,488485,21.84,39323,308.0,23771,0.917,📈 Growing
Ireland,Europe,Decor,Hand Painted Wooden Bowl,2024,Q2,54.6,481699,21.84,41041,281.0,25971,0.917,📈 Growing
Netherlands,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q1,58.2,674230,21.84,41668,295.0,24999,1.018,📈 Growing
Netherlands,Europe,Kitchen,Bamboo Cutting Board Set of 3,2024,Q3,64.4,754666,21.83,48829,264.0,27987,1.01,📈 Growing
Spain,Europe,Decor,Macrame Wall Hanging Small,2024,Q2,54.6,662471,21.83,40622,312.0,23440,0.917,📈 Growing
Sweden,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q1,57.6,572186,21.83,42025,285.0,25896,1.018,📈 Growing
Germany,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q3,63.9,1211247,21.83,50217,240.0,30739,1.01,📈 Growing
Germany,Europe,Kitchen,Teak Wood Cheese Board,2024,Q1,57.5,1077785,21.83,41899,270.0,27340,1.018,📈 Growing
Italy,Europe,Garden,Terracotta Planter Set of 3,2024,Q2,54.5,721376,21.83,39532,299.0,24479,0.917,📈 Growing
Malaysia,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,2024,Q3,64.6,1007992,21.83,55496,220.0,33652,1.01,📈 Growing
Kuwait,Middle East,Decor,Macrame Wall Hanging Small,2024,Q1,57.8,637835,21.83,51202,241.0,30577,1.018,📈 Growing
Malaysia,Asia Pacific,Garden,Terracotta Planter Large,2024,Q1,58.0,895718,21.83,47193,247.0,29898,1.018,📈 Growing
Singapore,Asia Pacific,Decor,Hand Painted Wooden Tray,2024,Q3,64.7,865227,21.83,56280,219.0,33699,1.01,📈 Growing
UAE,Middle East,Decor,Hand Painted Wooden Bowl,2024,Q2,56.2,1487906,21.83,54329,231.0,31573,0.917,📈 Growing
Italy,Europe,Decor,Macrame Wall Hanging Small,2024,Q3,63.9,854610,21.82,48173,255.0,29018,1.01,📈 Growing
Netherlands,Europe,Garden,Terracotta Planter Large,2024,Q3,64.9,759733,21.82,47153,262.0,28178,1.01,📈 Growing
Canada,North America,Lighting,Rattan Pendant Lamp Shade,2024,Q1,57.6,985227,21.82,51487,242.0,30471,1.018,📈 Growing
Australia,Asia Pacific,Textiles,Block Print Cotton Napkin Set of 6,2024,Q2,55.0,636518,21.82,45378,268.0,27234,0.917,📈 Growing
New Zealand,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q2,55.3,411403,21.82,44474,278.0,26294,0.917,📈 Growing
Portugal,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q1,57.5,444224,21.82,35974,314.0,23561,1.018,📈 Growing
Ireland,Europe,Decor,Handmade Soy Candle Large,2024,Q4,82.9,740014,21.82,70307,186.0,39914,1.233,📈 Growing
France,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q1,57.5,888091,21.82,44644,287.0,25840,1.018,📈 Growing
UAE,Middle East,Kitchen,Teak Wood Cheese Board,2024,Q3,63.8,1708585,21.82,59611,204.0,36263,1.01,📈 Growing
USA,North America,Garden,Terracotta Planter Large,2024,Q1,57.2,2902868,21.82,57241,221.0,33276,1.018,📈 Growing
Ireland,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q1,57.9,510912,21.82,44139,269.0,27545,1.018,📈 Growing
Kuwait,Middle East,Storage,Handwoven Jute Storage Basket Small,2024,Q1,57.4,632609,21.82,47806,244.0,30323,1.018,📈 Growing
Spain,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q3,64.5,791173,21.81,45636,264.0,28009,1.01,📈 Growing
Kuwait,Middle East,Decor,Handmade Soy Candle Set of 3,2024,Q2,55.2,609284,21.81,48406,250.0,29202,0.917,📈 Growing
France,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q4,81.9,1280153,21.81,62550,200.0,37262,1.233,📈 Growing
UK,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q1,57.5,1332058,21.81,50153,236.0,31162,1.018,📈 Growing
Australia,Asia Pacific,Lighting,Bamboo Table Lamp,2024,Q3,63.7,745891,21.81,54866,231.0,31926,1.01,📈 Growing
France,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q3,64.3,1004641,21.81,48884,253.0,29232,1.01,📈 Growing
South Africa,Africa,Furniture,Cane Rattan Side Table,2024,Q2,55.1,486509,21.81,40381,308.0,23679,0.917,📈 Growing
Ireland,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q4,83.9,748524,21.81,66229,184.0,40379,1.233,📈 Growing
Saudi Arabia,Middle East,Storage,Woven Seagrass Floor Basket,2024,Q3,63.9,1459884,21.8,58250,216.0,34135,1.01,📈 Growing
Kuwait,Middle East,Decor,Jute Rope Mirror Frame Round,2024,Q2,55.0,606697,21.8,48714,251.0,29080,0.917,📈 Growing
Italy,Europe,Textiles,Block Print Cotton Napkin Set of 6,2024,Q2,55.3,732293,21.8,39584,294.0,24859,0.917,📈 Growing
Germany,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q2,55.0,1030664,21.8,42490,279.0,26148,0.917,📈 Growing
Malaysia,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q1,57.1,882394,21.8,47988,250.0,29453,1.018,📈 Growing
Malaysia,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q3,64.1,1001051,21.8,56550,221.0,33424,1.01,📈 Growing
Sweden,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q1,58.3,578421,21.8,42396,282.0,26180,1.018,📈 Growing
Australia,Asia Pacific,Lighting,Bamboo Table Lamp,2024,Q2,55.2,639094,21.8,43627,267.0,27347,0.917,📈 Growing
Saudi Arabia,Middle East,Decor,Hand Painted Wooden Bowl,2024,Q2,55.0,1243812,21.8,45838,251.0,29076,0.917,📈 Growing
UK,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.5,1285375,21.8,49956,243.0,30071,0.917,📈 Growing
Spain,Europe,Kitchen,Bamboo Cutting Board Set of 3,2024,Q2,55.2,670024,21.8,39338,308.0,23712,0.917,📈 Growing
Kuwait,Middle East,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q4,82.3,919292,21.8,69346,169.0,44083,1.233,📈 Growing
Portugal,Europe,Storage,Woven Seagrass Floor Basket,2024,Q3,63.6,496165,21.79,41437,281.0,26324,1.01,📈 Growing
Australia,Asia Pacific,Storage,Handwoven Jute Storage Basket Small,2024,Q1,57.7,668473,21.79,44491,258.0,28606,1.018,📈 Growing
Japan,Asia Pacific,Storage,Jute Cotton Laundry Basket,2024,Q1,57.4,633016,21.79,37152,325.0,22746,1.018,📈 Growing
Malaysia,Asia Pacific,Textiles,Block Print Cotton Table Runner,2024,Q4,82.5,1289978,21.79,69147,173.0,43075,1.233,📈 Growing
New Zealand,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q3,64.3,483924,21.79,53593,239.0,30929,1.01,📈 Growing
UK,Europe,Decor,Handmade Soy Candle Large,2024,Q1,57.1,1321865,21.79,50544,238.0,30921,1.018,📈 Growing
Sweden,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q4,82.5,828887,21.79,60505,198.0,37534,1.233,📈 Growing
Malaysia,Asia Pacific,Lighting,Bamboo Table Lamp,2024,Q1,57.2,883167,21.79,49363,250.0,29479,1.018,📈 Growing
Singapore,Asia Pacific,Decor,Macrame Wall Hanging Small,2024,Q1,57.4,759203,21.79,47789,250.0,29565,1.018,📈 Growing
Spain,Europe,Decor,Handmade Soy Candle Large,2024,Q2,54.5,661598,21.78,39733,312.0,23417,0.917,📈 Growing
UK,Europe,Storage,Jute Cotton Laundry Basket,2024,Q4,83.9,1964544,21.78,74379,161.0,45984,1.233,📈 Growing
France,Europe,Textiles,Block Print Cotton Napkin Set of 6,2024,Q2,55.4,855867,21.78,41379,294.0,24895,0.917,📈 Growing
Portugal,Europe,Storage,Jute Cotton Laundry Basket,2024,Q1,57.0,440107,21.78,37101,316.0,23344,1.018,📈 Growing
Australia,Asia Pacific,Decor,Macrame Wall Hanging Small,2024,Q3,64.8,758332,21.78,53399,228.0,32461,1.01,📈 Growing
Malaysia,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q4,83.1,1299472,21.78,74035,171.0,43395,1.233,📈 Growing
USA,North America,Bath,Bamboo Toothbrush Holder Set,2024,Q4,83.1,4270707,21.78,82219,152.0,48975,1.233,📈 Growing
Netherlands,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q1,57.3,663031,21.78,40065,301.0,24583,1.018,📈 Growing
Kuwait,Middle East,Decor,Macrame Plant Hanger Set of 3,2024,Q4,82.5,919863,21.78,74795,169.0,44106,1.233,📈 Growing
Malaysia,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q1,57.6,888930,21.78,48685,249.0,29672,1.018,📈 Growing
South Africa,Africa,Kitchen,Teak Wood Cheese Board,2024,Q3,64.4,574771,21.77,42054,264.0,27976,1.01,📈 Growing
Germany,Europe,Textiles,Block Print Cotton Table Runner,2024,Q4,82.7,1570838,21.77,63727,187.0,39873,1.233,📈 Growing
Saudi Arabia,Middle East,Kitchen,Copper Water Bottle 750ml,2024,Q4,82.7,1891856,21.77,71958,168.0,44247,1.233,📈 Growing
New Zealand,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q3,64.7,487096,21.77,52565,238.0,31131,1.01,📈 Growing
Ireland,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q3,63.8,568721,21.77,49938,241.0,30665,1.01,📈 Growing
Singapore,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q1,57.0,755067,21.77,48196,251.0,29408,1.018,📈 Growing
Ireland,Europe,Storage,Woven Seagrass Floor Basket,2024,Q4,81.9,731186,21.77,63679,189.0,39438,1.233,📈 Growing
Malaysia,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,2024,Q4,83.0,1296314,21.77,74728,172.0,43290,1.233,📈 Growing
Portugal,Europe,Garden,Terracotta Planter Large,2024,Q2,55.0,424821,21.77,37296,324.0,22530,0.917,📈 Growing
Australia,Asia Pacific,Decor,Warli Art Wall Plate Set of 3,2024,Q4,83.0,974077,21.77,68434,178.0,41704,1.233,📈 Growing
Saudi Arabia,Middle East,Textiles,Hand Block Print Bedsheet Set,2024,Q4,82.2,1881006,21.77,74764,169.0,44003,1.233,📈 Growing
Sweden,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q4,82.6,829156,21.77,62203,198.0,37546,1.233,📈 Growing
France,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q3,64.0,999506,21.77,48285,254.0,29081,1.01,📈 Growing
Italy,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q4,82.7,1106843,21.77,61521,198.0,37586,1.233,📈 Growing
UAE,Middle East,Furniture,Cane Rattan Side Table,2024,Q4,82.2,2204539,21.76,78002,159.0,46800,1.233,📈 Growing
Japan,Asia Pacific,Decor,Recycled Glass Vase Set of 2,2024,Q2,55.1,608074,21.76,37785,335.0,21844,0.917,📈 Growing
Canada,North America,Storage,Handwoven Jute Storage Basket Large,2024,Q1,57.9,989327,21.76,48009,241.0,30593,1.018,📈 Growing
UAE,Middle East,Kitchen,Copper Water Bottle 1L,2024,Q2,55.8,1476816,21.76,53552,233.0,31338,0.917,📈 Growing
Portugal,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q1,57.8,445884,21.76,39240,312.0,23648,1.018,📈 Growing
France,Europe,Decor,Handmade Soy Candle Large,2024,Q3,64.0,999413,21.76,49975,254.0,29079,1.01,📈 Growing
Saudi Arabia,Middle East,Garden,Terracotta Planter Set of 3,2024,Q4,83.0,1896628,21.76,69905,167.0,44368,1.233,📈 Growing
Portugal,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q3,63.7,497425,21.76,42902,280.0,26395,1.01,📈 Growing
Canada,North America,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,64.4,1113823,21.76,53087,215.0,34448,1.01,📈 Growing
South Africa,Africa,Decor,Macrame Plant Hanger Set of 3,2024,Q3,63.7,568174,21.76,43718,267.0,27653,1.01,📈 Growing
UAE,Middle East,Kitchen,Bamboo Serving Tray Large,2024,Q2,55.3,1463142,21.76,50588,236.0,31043,0.917,📈 Growing
Spain,Europe,Storage,Woven Seagrass Floor Basket,2024,Q4,82.0,1006748,21.75,56483,209.0,35652,1.233,📈 Growing
Saudi Arabia,Middle East,Textiles,Block Print Cotton Table Runner,2024,Q4,82.6,1888976,21.75,73467,168.0,44188,1.233,📈 Growing
Australia,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,2024,Q4,81.7,957464,21.75,64473,182.0,40992,1.233,📈 Growing
Saudi Arabia,Middle East,Textiles,Block Print Cotton Table Runner,2024,Q3,63.6,1454287,21.75,52750,217.0,34004,1.01,📈 Growing
New Zealand,Asia Pacific,Storage,Handwoven Jute Storage Basket Small,2024,Q3,64.4,484897,21.75,51136,238.0,30996,1.01,📈 Growing
Kuwait,Middle East,Rugs,Jute Braided Area Rug 2x3ft,2024,Q3,64.1,714781,21.75,59604,216.0,34271,1.01,📈 Growing
UAE,Middle East,Decor,Recycled Glass Vase Set of 2,2024,Q3,64.5,1726277,21.75,60724,201.0,36636,1.01,📈 Growing
Sweden,Europe,Textiles,Block Print Cotton Table Runner,2024,Q2,55.8,554116,21.74,40483,291.0,25075,0.917,📈 Growing
Kuwait,Middle East,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,55.2,609148,21.74,48940,250.0,29200,0.917,📈 Growing
Italy,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q2,55.0,728330,21.74,41094,295.0,24721,0.917,📈 Growing
Portugal,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q2,55.5,428199,21.74,39457,322.0,22712,0.917,📈 Growing
UK,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q1,57.6,1333633,21.74,52466,237.0,31196,1.018,📈 Growing
Spain,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q3,64.2,787930,21.74,47191,265.0,27888,1.01,📈 Growing
Malaysia,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,2024,Q1,57.9,894070,21.74,50588,248.0,29842,1.018,📈 Growing
Japan,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,2024,Q3,64.8,723052,21.74,43669,284.0,25984,1.01,📈 Growing
USA,North America,Furniture,Cane Rattan Side Table,2024,Q2,54.8,2781458,21.74,53093,229.0,31877,0.917,📈 Growing
Saudi Arabia,Middle East,Decor,Handmade Soy Candle Large,2024,Q3,64.1,1465156,21.74,52830,216.0,34262,1.01,📈 Growing
Singapore,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q4,82.8,1109529,21.74,70501,172.0,43226,1.233,📈 Growing
South Africa,Africa,Decor,Handmade Soy Candle Large,2024,Q1,57.9,510571,21.74,42388,297.0,24854,1.018,📈 Growing
USA,North America,Kitchen,Bamboo Serving Tray Large,2024,Q1,56.9,2888938,21.74,55277,223.0,33114,1.018,📈 Growing
UK,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q2,54.9,1272846,21.74,51952,245.0,29776,0.917,📈 Growing
Singapore,Asia Pacific,Decor,Hand Painted Wooden Bowl,2024,Q1,57.5,761198,21.74,47783,249.0,29644,1.018,📈 Growing
Portugal,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q3,63.6,496028,21.74,43447,281.0,26319,1.01,📈 Growing
Ireland,Europe,Furniture,Cane Rattan Side Table,2024,Q2,55.5,489496,21.73,42172,277.0,26391,0.917,📈 Growing
UAE,Middle East,Rugs,Jute Braided Area Rug 4x6ft,2024,Q4,82.9,2218119,21.73,78037,158.0,47089,1.233,📈 Growing
South Africa,Africa,Kitchen,Teak Wood Salad Bowl Large,2024,Q3,64.2,572451,21.73,44968,265.0,27861,1.01,📈 Growing
France,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q3,64.3,1004371,21.72,49505,253.0,29230,1.01,📈 Growing
Australia,Asia Pacific,Decor,Macrame Plant Hanger Set of 3,2024,Q4,82.2,962248,21.72,66548,181.0,41193,1.233,📈 Growing
Ireland,Europe,Textiles,Block Print Cotton Table Runner,2024,Q4,83.0,741355,21.72,68729,186.0,39988,1.233,📈 Growing
Spain,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q4,83.3,1021646,21.72,60257,206.0,36176,1.233,📈 Growing
Malaysia,Asia Pacific,Decor,Hand Painted Wooden Bowl,2024,Q3,64.5,1007530,21.72,57347,219.0,33636,1.01,📈 Growing
UAE,Middle East,Decor,Macrame Plant Hanger Set of 3,2024,Q3,63.6,1703573,21.72,57776,204.0,36160,1.01,📈 Growing
Germany,Europe,Decor,Macrame Wall Hanging Small,2024,Q4,83.4,1582868,21.72,66071,186.0,40178,1.233,📈 Growing
Netherlands,Europe,Decor,Hand Painted Wooden Tray,2024,Q3,64.3,752811,21.72,48514,265.0,27921,1.01,📈 Growing
France,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q1,57.9,893497,21.72,42649,284.0,25990,1.018,📈 Growing
Sweden,Europe,Decor,Macrame Wall Hanging Large,2024,Q1,57.6,572182,21.72,44097,285.0,25891,1.018,📈 Growing
Japan,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,2024,Q3,63.5,708303,21.72,42420,290.0,25454,1.01,📈 Growing
Australia,Asia Pacific,Decor,Macrame Wall Hanging Small,2024,Q1,57.3,663384,21.72,45941,260.0,28389,1.018,📈 Growing
Japan,Asia Pacific,Kitchen,Teak Wood Cheese Board,2024,Q1,57.4,632713,21.71,39246,325.0,22736,1.018,📈 Growing
UAE,Middle East,Kitchen,Copper Water Bottle 1L,2024,Q4,82.8,2218280,21.71,79129,158.0,47100,1.233,📈 Growing
Australia,Asia Pacific,Bath,Bamboo Toothbrush Holder Set,2024,Q4,82.5,966687,21.71,70800,180.0,41395,1.233,📈 Growing
Sweden,Europe,Decor,Hand Painted Wooden Tray,2024,Q4,83.2,835078,21.71,61745,197.0,37818,1.233,📈 Growing
USA,North America,Kitchen,Ceramic Dinner Set 12pc,2024,Q3,63.8,3274391,21.71,56817,197.0,37540,1.01,📈 Growing
UK,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q1,57.4,1330491,21.71,52068,238.0,31126,1.018,📈 Growing
Australia,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q2,54.5,631709,21.71,43554,270.0,27029,0.917,📈 Growing
Singapore,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,2024,Q4,83.7,1120123,21.71,72852,170.0,43642,1.233,📈 Growing
Japan,Asia Pacific,Kitchen,Copper Water Bottle 750ml,2024,Q4,82.6,921493,21.71,54689,224.0,33129,1.233,📈 Growing
Germany,Europe,Storage,Jute Cotton Laundry Basket,2024,Q1,58.0,1086710,21.7,47648,267.0,27573,1.018,📈 Growing
New Zealand,Asia Pacific,Garden,Terracotta Planter Large,2024,Q3,64.5,485553,21.7,48982,238.0,31032,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,64.5,862523,21.7,56507,220.0,33598,1.01,📈 Growing
Spain,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q4,83.2,1021532,21.7,58523,206.0,36174,1.233,📈 Growing
Italy,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q3,64.7,865424,21.7,46062,252.0,29379,1.01,📈 Growing
Sweden,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q3,64.4,646068,21.7,48085,252.0,29240,1.01,📈 Growing
New Zealand,Asia Pacific,Garden,Terracotta Planter Large,2024,Q1,57.2,425705,21.7,45654,271.0,27205,1.018,📈 Growing
Japan,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q2,55.0,606692,21.7,34446,336.0,21796,0.917,📈 Growing
Spain,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q1,57.4,696211,21.7,40077,299.0,24644,1.018,📈 Growing
Netherlands,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q2,54.9,635418,21.69,37660,311.0,23558,0.917,📈 Growing
Italy,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q4,81.9,1096993,21.69,59436,200.0,37256,1.233,📈 Growing
Sweden,Europe,Decor,Handmade Soy Candle Large,2024,Q1,57.3,568910,21.69,42615,286.0,25746,1.018,📈 Growing
Netherlands,Europe,Textiles,Block Print Cotton Table Runner,2024,Q2,55.4,641304,21.69,40406,307.0,23777,0.917,📈 Growing
Sweden,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q1,57.4,569453,21.69,43986,286.0,25771,1.018,📈 Growing
Saudi Arabia,Middle East,Kitchen,Bamboo Serving Tray Large,2024,Q3,64.5,1474082,21.68,53905,214.0,34470,1.01,📈 Growing
